city,country,state
Fort Payne,United States,Alabama
Suwasra,India,Madhya Pradesh
Negresti-Oas,Romania,Satu Mare
Ashiya,Japan,Fukuoka
Haacht,Belgium,Flanders
Chandauli,India,Bihar
Askim,Norway,Viken
Solim,India,Goa
Cowes,United Kingdom,Isle of Wight
Newtown,United States,Pennsylvania
Villa Alegre,Chile,Maule
Sikat,India,Bihar
Chifubu,Zambia,Copperbelt
Eraura,India,Bihar
Bhanukumari,India,West Bengal
Kottacheruvu,India,Andhra Pradesh
Wschowa,Poland,Lubuskie
Lingal,India,Andhra Pradesh
Ochakiv,Ukraine,Mykolaivska Oblast
Dohta,India,Bihar
Zemamra,Morocco,Casablanca-Settat
Barhi,India,Madhya Pradesh
Travagliato,Italy,Lombardy
Vail,United States,Arizona
Villasanta,Italy,Lombardy
Kerepestarcsa,Hungary,Pest
Alangudi,India,Tamil Nadu
Massaranduba,Brazil,Santa Catarina
Gulf Shores,United States,Alabama
Ottweiler,Germany,Saarland
Ladson,United States,South Carolina
White Oak,United States,Maryland
Suo-Oshima,Japan,Yamaguchi
Troon,United Kingdom,South Ayrshire
Chelsea,United States,Alabama
Owosso,United States,Michigan
Ngoulemakong,Cameroon,Sud
Bombinhas,Brazil,Santa Catarina
Guilford,United States,Pennsylvania
Carmen de Areco,Argentina,Buenos Aires
Lubbeek,Belgium,Flanders
Antioch,United States,Illinois
Mittweida,Germany,Saxony
Rehlingen-Siersburg,Germany,Saarland
Fraser,United States,Michigan
Candiba,Brazil,Bahia
Shinto,Japan,Gunma
Ardestan,Iran,Esfahan
Mosina,Poland,Wielkopolskie
Versoix,Switzerland,Genève
Berck-sur-Mer,France,Hauts-de-France
Ranomafana,Madagascar,Toamasina
Barka Parbatta,India,Bihar
Hulyaypole,Ukraine,Zaporizka Oblast
Pataili,India,Bihar
Lauda-Konigshofen,Germany,Baden-Wurttemberg
Hammonton,United States,New Jersey
Zhutang,Taiwan,Changhua
Claxton Bay,Trinidad and Tobago,Couva/Tabaquite/Talparo
Paniem,India,Andhra Pradesh
Korangal,India,Andhra Pradesh
Great Falls,United States,Virginia
Mmopone,Botswana,Kweneng
Isny im Allgau,Germany,Baden-Wurttemberg
Zontecomatlan de Lopez y Fuentes,Mexico,Veracruz
Port Lincoln,Australia,South Australia
Baie du Tombeau,Mauritius,Pamplemousses
Sisa,Peru,San Martin
Mahatsinjo,Madagascar,Mahajanga
Esquipulas Palo Gordo,Guatemala,San Marcos
Gland,Switzerland,Vaud
Ozarow Mazowiecki,Poland,Mazowieckie
Ban Du,Thailand,Chiang Rai
Quinapundan,Philippines,Eastern Samar
Mangamila,Madagascar,Antananarivo
Cafelandia,Brazil,Parana
Waunakee,United States,Wisconsin
Mascali,Italy,Sicilia
Bollullos par del Condado,Spain,Andalusia
Condoto,Colombia,Choco
Udaipur Bithwar,India,Bihar
Chikitigarh,India,Odisha
Monroe,United States,Georgia
Fruitville,United States,Florida
Ilampillai,India,Tamil Nadu
Canyon,United States,Texas
Bischofsheim,Germany,Hesse
El Paisnal,El Salvador,San Salvador
Latiano,Italy,Puglia
Dennis,United States,Massachusetts
Sepidan,Iran,Fars
Bartabwa,Kenya,Baringo
Goure,Niger,Zinder
Bahcesaray,Turkey,Van
Boston,Philippines,Davao Oriental
Kulharia,India,Bihar
Bicas,Brazil,Minas Gerais
Guajiquiro,Honduras,La Paz
Chandhaus,India,Bihar
Cicciano,Italy,Campania
Lopik,Netherlands,Utrecht
Barja,Lebanon,Mont-Liban
Bijaipur,India,Madhya Pradesh
Harsefeld,Germany,Lower Saxony
Maria,Philippines,Siquijor
Forster,Australia,New South Wales
Palmview,United States,Texas
Astravyets,Belarus,Hrodzyenskaya Voblasts’
Brad,Romania,Hunedoara
Lakhsetipet,India,Andhra Pradesh
Pineville,United States,Louisiana
Dornakal,India,Andhra Pradesh
Ichikawamisato,Japan,Yamanashi
Neustadt an der Donau,Germany,Bavaria
Munsingen,Germany,Baden-Wurttemberg
Arugollu,India,Andhra Pradesh
Kuurne,Belgium,Flanders
Slupca,Poland,Wielkopolskie
Katravulapalle,India,Andhra Pradesh
Ban Kaeng,Thailand,Chaiyaphum
Sailana,India,Madhya Pradesh
Combita,Colombia,Boyaca
Davidson,United States,North Carolina
San Sebastian,El Salvador,San Vicente
Sukhasan,India,Bihar
Jurema,Brazil,Pernambuco
Kalyvia Thorikou,Greece,Attiki
Aleksandrovka,Kyrgyzstan,Chuy
Anapoima,Colombia,Cundinamarca
Ayt 'Attou ou L'Arbi,Morocco,Marrakech-Safi
Radomyshl,Ukraine,Zhytomyrska Oblast
Rahika,India,Bihar
Salimpur,India,Bihar
Plewiska,Poland,Wielkopolskie
Alzano Lombardo,Italy,Lombardy
Eberbach,Germany,Baden-Wurttemberg
Markdorf,Germany,Baden-Wurttemberg
Melmangalam,India,Tamil Nadu
Tavares,Brazil,Paraiba
Lapua,Finland,Etelä-Pohjanmaa
Salem Lakes,United States,Wisconsin
Copalchi,Costa Rica,Cartago
Klasterec nad Ohri,Czechia,Ústecký Kraj
Tonya,Turkey,Trabzon
Kiri,Congo (Kinshasa),Mai-Ndombe
Barjora,India,West Bengal
Mohania,India,Bihar
Nafplio,Greece,Peloponnisos
Ronne,Denmark,Hovedstaden
Sainte-Maxime,France,Provence-Alpes-Cote d’Azur
Havre de Grace,United States,Maryland
Vedasandur,India,Tamil Nadu
Godella,Spain,Valencia
Urbino,Italy,Marche
Moultrie,United States,Georgia
Sokone,Senegal,Fatick
Noya,Spain,Galicia
Baoshan,Taiwan,Hsinchu
Hershey,United States,Pennsylvania
Cruzilia,Brazil,Minas Gerais
Jaitpur,India,Bihar
Priverno,Italy,Lazio
Candeias,Brazil,Minas Gerais
Bo,Vietnam,Hòa Bình
Langwedel,Germany,Lower Saxony
Mount Vernon,United States,Illinois
Zhabinka,Belarus,Brestskaya Voblasts’
Gua,India,
Olsberg,Germany,North Rhine-Westphalia
San Francisco,Honduras,Atlantida
Majia,China,Gansu
Dargahan,Iran,Hormozgan
Villa Yapacani,Bolivia,Santa Cruz
Satwas,India,Madhya Pradesh
Cadaval,Portugal,Lisboa
Washington,United States,Missouri
Oschatz,Germany,Saxony
Pualas,Philippines,Lanao del Sur
Grunstadt,Germany,Rhineland-Palatinate
Ayomi,Benin,Couffo
Rio Branco,Uruguay,Cerro Largo
Unguturu,India,Andhra Pradesh
Tapejara,Brazil,Parana
Boninal,Brazil,Bahia
Morris,United States,Illinois
Wilbraham,United States,Massachusetts
Yanhewan,China,Shaanxi
Sumbha,India,Bihar
Darlowo,Poland,Zachodniopomorskie
Marofinaritra,Madagascar,Antsiranana
Oki,Japan,Fukuoka
Anderson Creek,United States,North Carolina
Rendon,United States,Texas
Kottaiyur,India,Tamil Nadu
Boa Nova,Brazil,Bahia
Weigelstown,United States,Pennsylvania
Qazyqurt,Kazakhstan,
Usti nad Orlici,Czechia,Pardubický Kraj
Apuiares,Brazil,Ceara
Ludvika,Sweden,Dalarna
Boula'wane,Morocco,Casablanca-Settat
Ganguvarpatti,India,Tamil Nadu
Qobustan,Azerbaijan,Bakı
Chelsfield,United Kingdom,Bromley
Hasami,Japan,Nagasaki
Santa Branca,Brazil,Sao Paulo
Murak,Syria,Hamah
Bakun,Philippines,Benguet
Tostado,Argentina,Santa Fe
Domkonda,India,Andhra Pradesh
Karempudi,India,Andhra Pradesh
Breza,Bosnia and Herzegovina,"Bosnia and Herzegovina, Federation of"
Killarney,Ireland,Kerry
Raghunathpur,India,Bihar
Kambainellur,India,Tamil Nadu
Chippewa Falls,United States,Wisconsin
Mocha,Yemen,Ta‘izz
Paina,India,Bihar
Hatten,Germany,Lower Saxony
Chaugain,India,Bihar
Eggertsville,United States,New York
Paraiso,Dominican Republic,Enriquillo
Douarnenez,France,Bretagne
Miho,Japan,Ibaraki
Tlayacapan,Mexico,Morelos
Perdur,India,Karnataka
Stanytsia Luhanska,Ukraine,Luhanska Oblast
Boa Esperanca do Sul,Brazil,Sao Paulo
Leno,Italy,Lombardy
East Milton,United States,Florida
West Freehold,United States,New Jersey
Dumas,United States,Texas
Ouled Sidi Brahim,Algeria,Bouira
Mount Barker,Australia,South Australia
Bezou,Morocco,Beni Mellal-Khenifra
Ollioules,France,Provence-Alpes-Cote d’Azur
Hanover,United States,New Jersey
Bagulin,Philippines,La Union
Iakora,Madagascar,Fianarantsoa
Tijucas do Sul,Brazil,Parana
Pucioasa,Romania,DamboviTa
Altinekin,Turkey,Konya
Goonellabah,Australia,New South Wales
Red Bluff,United States,California
Ghaura,India,Madhya Pradesh
Tepecoyo,El Salvador,La Libertad
Sur Singh,India,Punjab
Haaren,Netherlands,Noord-Brabant
Sison,Philippines,Surigao del Norte
Talbahat,India,Uttar Pradesh
Benaulim,India,Goa
Tolland,United States,Connecticut
Tsimlyansk,Russia,Rostovskaya Oblast’
Keal,India,Bihar
Amaravati,India,Andhra Pradesh
Lobau,Germany,Saxony
Corinth,United States,Mississippi
Ust'-Ordynskiy,Russia,Irkutskaya Oblast’
Poco das Trincheiras,Brazil,Alagoas
Cobanlar,Turkey,Afyonkarahisar
Belpukur,India,West Bengal
Kearsley,United Kingdom,Bolton
Asagiri,Japan,Kumamoto
Barra do Mendes,Brazil,Bahia
Kurikuppi,India,Karnataka
Agua Boa,Brazil,Minas Gerais
Minignan,Cote d'Ivoire,Denguele
General MacArthur,Philippines,Eastern Samar
Tiruppanandal,India,Tamil Nadu
Paulino Neves,Brazil,Maranhao
Plumtree,Zimbabwe,Matabeleland South
Ankaramena,Madagascar,Toliara
Guiratinga,Brazil,Mato Grosso
Jericho,United States,New York
Mbuyapey,Paraguay,Paraguari
San Martin de Loba,Colombia,Bolivar
Farap,Turkmenistan,Lebap
Bad Camberg,Germany,Hesse
Robbinsdale,United States,Minnesota
Bayt Jala,West Bank,
Abensberg,Germany,Bavaria
Greenwood,United States,Mississippi
Morroa,Colombia,Sucre
Iflissen,Algeria,Tizi Ouzou
Sopetran,Colombia,Antioquia
Bazidpur,India,Bihar
Vatra Dornei,Romania,Suceava
Pinhalzinho,Brazil,Sao Paulo
Cefalu,Italy,Sicilia
Barroquinha,Brazil,Ceara
Middlesex,United States,New Jersey
Undrajavaram,India,Andhra Pradesh
Worgl,Austria,Tirol
Scottsbluff,United States,Nebraska
Murra,Nicaragua,Nueva Segovia
Oleggio,Italy,Piedmont
Eching,Germany,Bavaria
Alausi,Ecuador,Chimborazo
Uibai,Brazil,Bahia
Alterosa,Brazil,Minas Gerais
Lotte,Germany,North Rhine-Westphalia
Malvik,Norway,Trøndelag
Orikhiv,Ukraine,Zaporizka Oblast
La Carlota,Spain,Andalusia
Araceli,Philippines,Palawan
Ceres,Argentina,Santa Fe
Hutchinson,United States,Minnesota
Painan,Indonesia,Sumatera Barat
Abony,Hungary,Pest
Retirolandia,Brazil,Bahia
Squinzano,Italy,Puglia
Al Mu`addamiyah,Syria,Rif Dimashq
Bela Simri,India,Bihar
Annaram,India,Andhra Pradesh
San Carlos,Colombia,Antioquia
Tostedt,Germany,Lower Saxony
Short Hills,United States,New Jersey
Hudson,United States,Wisconsin
West Lincoln,Canada,Ontario
Belvedere Park,United States,Georgia
Khagra,India,Bihar
Shamalgan,Kazakhstan,
Liedekerke,Belgium,Flanders
Bongaree,Australia,Queensland
Ban Don Kaeo,Thailand,Chiang Mai
Artondale,United States,Washington
Pe de Serra,Brazil,Bahia
Krasnyy Kut,Russia,Saratovskaya Oblast’
Manoel Vitorino,Brazil,Bahia
Denzlingen,Germany,Baden-Wurttemberg
Serinhisar,Turkey,Denizli
Schwaz,Austria,Tirol
Immenstadt im Allgau,Germany,Bavaria
Wangjiaxian,China,Gansu
Maisach,Germany,Bavaria
Schneeberg,Germany,Saxony
Bokod,Philippines,Benguet
Villa Vasquez,Dominican Republic,Cibao Noroeste
Fiesole,Italy,Tuscany
Locorotondo,Italy,Puglia
Hickory Hills,United States,Illinois
Bensville,United States,Maryland
Torrijos,Spain,Castille-La Mancha
Santa Maria,Chile,Valparaiso
Lockhart,United States,Texas
Doddipatla,India,Andhra Pradesh
Belazao,Madagascar,Antananarivo
Verona,United States,New Jersey
Sidi Azzouz,Morocco,Marrakech-Safi
Cliftonville,United Kingdom,Kent
Rovinj,Croatia,Istarska Županija
Barranco de Loba,Colombia,Bolivar
Vellodu,India,Tamil Nadu
Ourtzagh,Morocco,Fès-Meknès
Pomorie,Bulgaria,Burgas
Vembarpatti,India,Tamil Nadu
Mizil,Romania,Prahova
Gernsbach,Germany,Baden-Wurttemberg
Colesville,United States,Maryland
Zemrane,Morocco,Marrakech-Safi
Argentan,France,Normandie
Daulatnagar,India,West Bengal
Vadasseri,India,Tamil Nadu
Tagalft,Morocco,Beni Mellal-Khenifra
Reidsville,United States,North Carolina
Ulchin,South Korea,Gyeongbuk
Matane,Canada,Quebec
Lala,India,Assam
Ponnampatti,India,Tamil Nadu
Riedisheim,France,Grand Est
Omerli,Turkey,Mardin
Graca,Brazil,Ceara
Holzgerlingen,Germany,Baden-Wurttemberg
Mantaly,Madagascar,Antsiranana
Balsta,Sweden,Uppsala
Geldagana,Russia,Chechnya
Pueblo Rico,Colombia,Risaralda
Daharia,India,Bihar
Luino,Italy,Lombardy
Peddavadlapudi,India,Andhra Pradesh
Lindenhurst,United States,Illinois
El Rodeo,Guatemala,Escuintla
Alagoinha,Brazil,Paraiba
Wingene,Belgium,Flanders
Brooks,Canada,Alberta
Middlewich,United Kingdom,Cheshire East
Vempalle,India,Andhra Pradesh
Sai Buri,Thailand,Pattani
Yedapalli,India,Andhra Pradesh
Brazopolis,Brazil,Minas Gerais
Taggia,Italy,Liguria
Amantea,Italy,Calabria
Nattappettai,India,Tamil Nadu
Kihoku,Japan,Mie
Mannur,India,Karnataka
Tianguistengo,Mexico,Hidalgo
Hlucin,Czechia,Moravskoslezský Kraj
Caselle Torinese,Italy,Piedmont
Yamada,Japan,Iwate
Sassenberg,Germany,North Rhine-Westphalia
Lagoa,Portugal,Azores
Belmont,United States,North Carolina
Auria,India,Bihar
Temsamane,Morocco,Oriental
Muqui,Brazil,Espirito Santo
Washington Court House,United States,Ohio
Cojedes,Venezuela,Cojedes
Tokoroa,New Zealand,Waikato
Tounfit,Morocco,Draa-Tafilalet
Ihaddadene,Morocco,Marrakech-Safi
Adams,United States,Pennsylvania
Bari,India,Bihar
San Antonio,Colombia,Tolima
Polyarnyye Zori,Russia,Murmanskaya Oblast’
Salempur,India,Bihar
Natchez,United States,Mississippi
Ascension,Bolivia,Santa Cruz
Sariosiyo,Uzbekistan,Surxondaryo
Tururu,Brazil,Ceara
Pine,United States,Pennsylvania
Palmer Ranch,United States,Florida
Lohiyar Ujain,India,Bihar
Zaouiat Moulay Bouchta El Khammar,Morocco,Fès-Meknès
Lilburn,United States,Georgia
Anantarazupeta,India,Andhra Pradesh
Marostica,Italy,Veneto
Igrapiuna,Brazil,Bahia
Sanpozhen,China,Hebei
Kinogitan,Philippines,Misamis Oriental
New Paltz,United States,New York
Sainte-Anne-des-Plaines,Canada,Quebec
Kukdeshwar,India,Madhya Pradesh
Santa Maria do Suacui,Brazil,Minas Gerais
Balangiga,Philippines,Eastern Samar
Itinga,Brazil,Minas Gerais
Sunset,United States,Florida
San Andres Timilpan,Mexico,Mexico
Tezu,India,Arunachal Pradesh
Beasain,Spain,Basque Country
Sidi Barani,Egypt,MaTruH
Besarh,India,Bihar
Fisciano,Italy,Campania
Grafing bei Munchen,Germany,Bavaria
Alsager,United Kingdom,Cheshire East
Sitalpur,India,Bihar
Cotegipe,Brazil,Bahia
Peumo,Chile,Libertador General Bernardo O’Higgins
Wulong,China,Guangdong
Niederzier,Germany,North Rhine-Westphalia
Vemulapudi,India,Andhra Pradesh
Taglio,Italy,Veneto
Modakkurichchi,India,Tamil Nadu
Chudovo,Russia,Novgorodskaya Oblast’
Angermunde,Germany,Brandenburg
Groveton,United States,Virginia
Pazar,Turkey,Tokat
Ayni,Tajikistan,Nohiyahoi Tobei Jumhuri
Ban Nong Kula,Thailand,Phitsanulok
Det Udom,Thailand,Ubon Ratchathani
Kodigenahalli,India,Andhra Pradesh
Uzumlu,Turkey,Erzincan
Saldana,Colombia,Tolima
Ozark,United States,Alabama
Manikpur,India,Bihar
Hopatcong,United States,New Jersey
San Cristobal,Argentina,Santa Fe
Moorestown-Lenola,United States,New Jersey
Tibri,India,Punjab
East Bridgewater,United States,Massachusetts
Kannivadi,India,Tamil Nadu
Hettstedt,Germany,Saxony-Anhalt
Koundara,Guinea,Boke
Dom Feliciano,Brazil,Rio Grande do Sul
Sankt Leon-Rot,Germany,Baden-Wurttemberg
Yanshuiguan,China,Shaanxi
Royal Kunia,United States,Hawaii
Lockhart,United States,Florida
Tafrant,Morocco,Fès-Meknès
Langerwehe,Germany,North Rhine-Westphalia
Valday,Russia,Novgorodskaya Oblast’
Pak Thong Chai,Thailand,Nakhon Ratchasima
Tamar,India,Jharkhand
Vohringen,Germany,Bavaria
Nether Providence,United States,Pennsylvania
Gangaikondan,India,Tamil Nadu
Doctor Juan Eulogio Estigarribia,Paraguay,Caaguazú
Feldkirchen,Austria,Kärnten
Kartuzy,Poland,Pomorskie
Emerald,Australia,Queensland
Zolote,Ukraine,Luhanska Oblast
Abhwar,India,Bihar
Nacozari Viejo,Mexico,Sonora
O`nhayot,Uzbekistan,Namangan
Lake Arbor,United States,Maryland
Black Forest,United States,Colorado
Itakura,Japan,Gunma
Furukawamen,Japan,Nagasaki
Matican,Kosovo,Prishtine
Jacarau,Brazil,Paraiba
Rheinfelden,Switzerland,Aargau
Rozenburg,Netherlands,Zuid-Holland
Cienega de Flores,Mexico,Nuevo Leon
Abadla,Algeria,Bechar
Quakenbruck,Germany,Lower Saxony
Jasper,United States,Alabama
Whitewater,United States,Wisconsin
Vaerlose,Denmark,Hovedstaden
Neuri,India,Bihar
Nawada Gobindganj,India,Bihar
Barkuhi,India,Madhya Pradesh
Lakinsk,Russia,Vladimirskaya Oblast’
Artena,Italy,Lazio
West Nipissing / Nipissing Ouest,Canada,Ontario
Sidmouth,United Kingdom,Devon
Assenede,Belgium,Flanders
Manoharpur,India,Jharkhand
Uslar,Germany,Lower Saxony
Montfoort,Netherlands,Utrecht
Corat,Azerbaijan,Sumqayıt
Mathurapur,India,Bihar
Cervignano del Friuli,Italy,Friuli Venezia Giulia
North Mankato,United States,Minnesota
Tsukawaki,Japan,Oita
Mapanas,Philippines,Northern Samar
Duvva,India,Andhra Pradesh
Yakhroma,Russia,Moskovskaya Oblast’
Romitan Shahri,Uzbekistan,Buxoro
Bog Walk,Jamaica,Saint Catherine
Buda,United States,Texas
Marhamat,Uzbekistan,Andijon
Bhimadolu,India,Andhra Pradesh
Caln,United States,Pennsylvania
Estremoz,Portugal,evora
Sadovoye,Ukraine,Odeska Oblast
Ban Mueang Nga,Thailand,Lamphun
Tergnier,France,Hauts-de-France
Ishikawa,Japan,Fukushima
Doranahalli,India,Karnataka
Nyasvizh,Belarus,Minskaya Voblasts’
Kot Isa Khan,India,Punjab
Eski Ikan,Kazakhstan,
Dharampur Bande,India,Bihar
Lengede,Germany,Lower Saxony
Medvezhyegorsk,Russia,Kareliya
Sumbas,Turkey,Osmaniye
Ambohimanga Atsimo,Madagascar,Fianarantsoa
Tenerife,Colombia,Magdalena
El Barrio de la Soledad,Mexico,Oaxaca
Beekman,United States,New York
San Rafael Petzal,Guatemala,Huehuetenango
Coronel Bogado,Paraguay,Itapúa
Oud-Turnhout,Belgium,Flanders
Phulwaria,India,Bihar
Boha,India,Punjab
Bua Yai,Thailand,Nakhon Ratchasima
Zapolyarnyy,Russia,Murmanskaya Oblast’
Juan L. Lacaze,Uruguay,Colonia
Uttukkottai,India,Andhra Pradesh
Bideipur,India,Odisha
Midlothian,United States,Illinois
Algarrobo,Colombia,Magdalena
Raydah,Yemen,‘Amran
Mirandiba,Brazil,Pernambuco
Khiria,India,Bihar
Rajnagar,India,West Bengal
Simri,India,Bihar
Sibundoy,Colombia,Putumayo
Ortahisar,Turkey,Nevsehir
Tamaraikkulam,India,Tamil Nadu
Gonzalez,United States,Florida
Gesuba,Ethiopia,YeDebub Biheroch Bihereseboch na Hizboch
Vikravandi,India,Tamil Nadu
Novohrodivka,Ukraine,Donetska Oblast
Viera West,United States,Florida
Daean,South Korea,Ulsan
Byahatti,India,Karnataka
Rezzato,Italy,Lombardy
Thame,United Kingdom,Oxfordshire
Takerbouzt,Algeria,Bouira
Ocotepec,Mexico,Chiapas
Cristopolis,Brazil,Bahia
Santiago Ixtayutla,Mexico,Oaxaca
Wang'anzhen,China,Hebei
Santol,Philippines,La Union
Lebanon,United States,New Hampshire
Vellarivalli,India,Tamil Nadu
Dippoldiswalde,Germany,Saxony
Korneuburg,Austria,Niederösterreich
Ranapur,India,Madhya Pradesh
Mankal,India,Andhra Pradesh
Svetlogorsk,Russia,Kaliningradskaya Oblast’
Makarska,Croatia,Splitsko-Dalmatinska Županija
Barah,India,Bihar
Saddle Brook,United States,New Jersey
Tarumirim,Brazil,Minas Gerais
Marechal Floriano,Brazil,Espirito Santo
Frei Miguelinho,Brazil,Pernambuco
Sines,Portugal,Setúbal
Orizona,Brazil,Goias
North Auburn,United States,California
Santo Antonio dos Lopes,Brazil,Maranhao
Nova Olinda,Brazil,Ceara
Mongeri,Sierra Leone,Southern
Bousso,Chad,Chari-Baguirmi
Wennigsen,Germany,Lower Saxony
Kouroussa,Guinea,Kankan
Gudur,India,Andhra Pradesh
Kashin,Russia,Tverskaya Oblast’
Bondeno,Italy,Emilia-Romagna
Castelsarrasin,France,Occitanie
Frankenberg,Germany,Saxony
Salotgi,India,Karnataka
Taki,Japan,Mie
Dayr al Barsha,Egypt,Al Minya
Rosemere,Canada,Quebec
Bellair-Meadowbrook Terrace,United States,Florida
Bedford,United States,Massachusetts
Vinto,Bolivia,Cochabamba
Hasanpur,India,Bihar
Tranas,Sweden,Jönköping
Avalepalli,India,Tamil Nadu
Lubsko,Poland,Lubuskie
Eastham,United Kingdom,Liverpool
Benito Juarez,Argentina,Buenos Aires
Nirakpurpali,India,Bihar
Kawaii,Japan,Yamagata
Almoloya de Alquisiras,Mexico,Mexico
Kelafo,Ethiopia,Sumale
Bishenpur,India,Manipur
Goshen,United States,New York
Thonotosassa,United States,Florida
Staszow,Poland,Świętokrzyskie
Bokonbaev,Kyrgyzstan,Ysyk-Köl
Itanhandu,Brazil,Minas Gerais
Entre Rios de Minas,Brazil,Minas Gerais
Kiashahr,Iran,Gilan
Hamworthy,United Kingdom,
Ya`bad,West Bank,
Jodoigne,Belgium,Wallonia
Rasauli,India,Bihar
Samai,India,Bihar
El Porvenir de Velasco Suarez,Mexico,Chiapas
Lamont,United States,California
Cerro Largo,Brazil,Rio Grande do Sul
Pilas,Spain,Andalusia
Hard,Austria,Vorarlberg
Leirvik,Norway,Vestland
Ewarton,Jamaica,Saint Catherine
Santa Cruz de Bezana,Spain,Cantabria
Juan de Acosta,Colombia,Atlantico
Satuba,Brazil,Alagoas
Douar Hammadi,Morocco,Marrakech-Safi
Viraganur,India,Tamil Nadu
Saraykent,Turkey,Yozgat
Jianganj,India,Bihar
Germasogeia,Cyprus,Lemesos
Beloeil,Belgium,Wallonia
Arklow,Ireland,Wicklow
Shichinohe,Japan,Aomori
Nowy Tomysl,Poland,Wielkopolskie
Bickley,United Kingdom,Bromley
Kurwa Mathia,India,Bihar
Thisted,Denmark,Nordjylland
Hokuei,Japan,Tottori
Cambados,Spain,Galicia
Annamalainagar,India,Tamil Nadu
Ahrensfelde,Germany,Brandenburg
Orkney,South Africa,North West
Cromwell,United States,Connecticut
Mistassini,Canada,Quebec
Sihaul,India,Bihar
Mittegrossefehn,Germany,Lower Saxony
Valenca,Portugal,Viana do Castelo
Bou Izakarn,Morocco,Guelmim-Oued Noun
Ichtegem,Belgium,Flanders
Uitgeest,Netherlands,Noord-Holland
Chatham,United States,Illinois
Amriswil,Switzerland,Thurgau
Ocher,Russia,Permskiy Kray
Daparkha,India,Bihar
Champasak,Laos,Champasak
Mill Valley,United States,California
Milnrow,United Kingdom,Rochdale
Cecil,United States,Pennsylvania
Eppstein,Germany,Hesse
Burglengenfeld,Germany,Bavaria
Van Buren,United States,New York
Zherdevka,Russia,Tambovskaya Oblast’
Hayashima,Japan,Okayama
Friedland,Germany,Lower Saxony
Monticello,United States,Minnesota
Zayda,Morocco,Draa-Tafilalet
Mercerville,United States,New Jersey
Krishnarayapuram,India,Tamil Nadu
Ad Dab`ah,Egypt,MaTruH
Boa Esperanca,Brazil,Espirito Santo
Brasilandia,Brazil,Minas Gerais
Venev,Russia,Tul’skaya Oblast’
Varde,Denmark,Syddanmark
Mahrail,India,Bihar
Murrhardt,Germany,Baden-Wurttemberg
Sakaki,Japan,Nagano
Puspokladany,Hungary,Hajdú-Bihar
Dumri,India,Bihar
Belambo,Madagascar,Antananarivo
Lauchhammer,Germany,Brandenburg
Haidarnagar,India,Jharkhand
Fort Bliss,United States,Texas
Campos Altos,Brazil,Minas Gerais
Bariyarpur,India,Bihar
Orange,United States,Connecticut
Nilo Pecanha,Brazil,Bahia
Sanlucar la Mayor,Spain,Andalusia
Kaoma,Zambia,Western
Mirinzal,Brazil,Maranhao
Iskapalli,India,Andhra Pradesh
Capitao Eneas,Brazil,Minas Gerais
Minamiaizu,Japan,Fukushima
Storozhynets,Ukraine,Chernivetska Oblast
Bad Ischl,Austria,Oberösterreich
Aqkol,Kazakhstan,
Yulee,United States,Florida
Kubadupuram,India,Andhra Pradesh
Little Lever,United Kingdom,Bolton
Paithan Kawai,India,Bihar
Singalandapuram,India,Tamil Nadu
Malepur,India,Bihar
Bainbridge,United States,Georgia
Adakplame,Benin,Plateau
Nasiyanur,India,Tamil Nadu
West Bradford,United States,Pennsylvania
Aldenhoven,Germany,North Rhine-Westphalia
Reboucas,Brazil,Parana
Uppidamangalam,India,Tamil Nadu
Beronono,Madagascar,Antananarivo
Brookside,United States,Delaware
Medapadu,India,Andhra Pradesh
Papagaios,Brazil,Minas Gerais
Piquete,Brazil,Sao Paulo
Karma,India,Jharkhand
Baianopolis,Brazil,Bahia
Summerstrand,South Africa,Eastern Cape
Padaivedu,India,Tamil Nadu
Valbonne,France,Provence-Alpes-Cote d’Azur
Marchtrenk,Austria,Oberösterreich
Ksibet el Mediouni,Tunisia,Monastir
Neuenkirchen,Germany,North Rhine-Westphalia
Simoes,Brazil,Piaui
Belm,Germany,Lower Saxony
Bhadarwah,India,Jammu and Kashmir
Hunasagi,India,Karnataka
Bovenden,Germany,Lower Saxony
Titiribi,Colombia,Antioquia
Seiro,Japan,Niigata
Beilen,Netherlands,Drenthe
Mu'minobod,Tajikistan,Khatlon
Glowno,Poland,Lodzkie
Pedro Velho,Brazil,Rio Grande do Norte
Rio Piracicaba,Brazil,Minas Gerais
Puerto Deseado,Argentina,Santa Cruz
Wezep,Netherlands,Gelderland
Vellakkinar,India,Tamil Nadu
Kadena,Japan,Okinawa
Lauriya Nandangarh,India,Bihar
Knottingley,United Kingdom,Wakefield
Mucambo,Brazil,Ceara
Veglie,Italy,Puglia
Galatge,India,Karnataka
Sidi Abdelkarim,Morocco,Casablanca-Settat
Grand Falls,Canada,Newfoundland and Labrador
Rose Belle,Mauritius,Grand Port
Olgiate Olona,Italy,Lombardy
Mayrtup,Russia,Chechnya
Polukallu,India,Andhra Pradesh
Kerben,Kyrgyzstan,Jalal-Abad
Ostrzeszow,Poland,Wielkopolskie
Jefferson Valley-Yorktown,United States,New York
Lakoucun,China,Zhejiang
Nioaque,Brazil,Mato Grosso do Sul
Turki,India,Bihar
Eggenfelden,Germany,Bavaria
Ipiranga,Brazil,Parana
Jiran,India,
San Ferdinando di Puglia,Italy,Puglia
Kakunodatemachi,Japan,Akita
